POC,E,h,epsilon,L, avgU, energyU, avgV, energyV
154, 36, 10.9767, 0, 136, 124, 12, 127, 10
155, 36, 10.0312, 0, 136, 124, 12, 127, 10
156, 38, 12.777, 0, 136, 124, 12, 127, 10
157, 38, 10.0777, 0, 136, 124, 12, 127, 10
158, 39, 11.2632, 0, 137, 124, 13, 127, 10
159, 39, 11.3003, 0, 137, 124, 12, 127, 10
160, 41, 13.9962, 0, 137, 124, 13, 127, 10
161, 43, 12.8789, 0, 137, 124, 13, 127, 10
162, 44, 13.7905, 0, 137, 124, 13, 127, 10
163, 44, 8.64673, 0, 137, 124, 13, 127, 10
164, 48, 27.5638, 0, 137, 124, 14, 127, 11
165, 49, 12.3193, 0, 137, 124, 14, 127, 11
166, 55, 37.5619, 0, 137, 124, 15, 127, 11
167, 55, 6.89744, 0, 137, 124, 15, 127, 11
168, 55, 25.2118, 0, 137, 124, 14, 127, 11
169, 55, 7.1601, 0, 137, 124, 15, 127, 11
170, 55, 7.89078, 0, 137, 124, 15, 127, 12
171, 55, 7.65121, 0, 137, 124, 14, 127, 11
172, 56, 8.06914, 0, 137, 124, 15, 127, 12
173, 55, 8.79412, 0, 137, 124, 14, 127, 11
174, 55, 7.89788, 0, 137, 124, 15, 127, 11
175, 55, 8.47075, 0, 137, 124, 14, 127, 11
176, 56, 10.0103, 0, 137, 124, 15, 127, 11
177, 55, 9.99104, 0, 137, 124, 14, 127, 11
178, 55, 8.88336, 0, 137, 124, 15, 127, 11
179, 55, 9.28242, 0, 137, 124, 14, 127, 11
180, 56, 10.2393, 0, 137, 124, 15, 127, 11
181, 55, 9.73719, 0, 137, 124, 15, 127, 11
182, 56, 9.09195, 0, 137, 124, 15, 127, 11
183, 55, 8.82628, 0, 137, 124, 15, 127, 11
184, 55, 9.1285, 0, 137, 124, 15, 127, 11
185, 56, 9.02674, 0, 137, 124, 15, 127, 12
186, 57, 9.80788, 0, 137, 124, 15, 127, 12
187, 57, 7.02288, 0, 137, 124, 16, 127, 12
188, 57, 10.8258, 0, 137, 124, 15, 127, 12
189, 57, 7.2194, 0, 137, 124, 16, 127, 12
190, 58, 10.3615, 0, 136, 124, 16, 127, 12
191, 58, 8.04728, 0, 136, 124, 16, 127, 13
192, 55, 21.9034, 0, 136, 124, 15, 127, 11
193, 55, 8.69161, 0, 136, 124, 15, 127, 12
194, 56, 9.72183, 0, 136, 124, 15, 127, 12
195, 55, 9.35203, 0, 136, 124, 15, 127, 11
196, 57, 10.3581, 0, 136, 124, 15, 127, 12
197, 55, 9.97828, 0, 136, 124, 15, 127, 11
198, 56, 9.37896, 0, 136, 124, 15, 127, 12
199, 56, 8.85714, 0, 136, 124, 15, 127, 11
200, 57, 10.0235, 0, 136, 124, 15, 127, 12
201, 56, 9.87289, 0, 136, 124, 15, 127, 11
202, 57, 9.42861, 0, 136, 124, 15, 127, 12
203, 56, 9.87653, 0, 136, 124, 15, 127, 11
204, 57, 11.1404, 0, 136, 124, 15, 127, 12
205, 56, 11.1726, 0, 136, 124, 15, 127, 11
206, 57, 10.2918, 0, 136, 124, 15, 127, 12
207, 56, 9.77308, 0, 136, 124, 15, 127, 12
208, 56, 9.00931, 0, 136, 124, 15, 127, 12
209, 57, 9.20671, 0, 136, 124, 16, 127, 12
210, 58, 11.4799, 0, 136, 124, 16, 127, 12
211, 58, 8.4948, 0, 136, 124, 16, 127, 13
212, 58, 11.5618, 0, 136, 124, 16, 127, 12
213, 59, 8.60167, 0, 136, 124, 16, 127, 13
214, 59, 10.682, 0, 136, 124, 16, 127, 13
215, 59, 8.01091, 0, 136, 124, 17, 127, 13
216, 56, 23.5794, 0, 136, 124, 16, 127, 12
217, 56, 8.58482, 0, 136, 124, 16, 127, 12
218, 57, 8.53769, 0, 136, 124, 16, 127, 12
219, 57, 8.65131, 0, 136, 124, 16, 127, 12
220, 57, 9.00592, 0, 136, 124, 16, 127, 12
221, 57, 8.72123, 0, 136, 124, 16, 127, 12
222, 57, 8.55745, 0, 136, 124, 16, 127, 12
223, 57, 8.66505, 0, 136, 124, 16, 127, 12
224, 57, 9.46511, 0, 136, 124, 16, 127, 12
225, 57, 9.68415, 0, 136, 124, 16, 127, 12
226, 57, 9.06431, 0, 136, 124, 16, 127, 12
227, 57, 8.87289, 0, 136, 124, 16, 127, 12
228, 57, 8.97392, 0, 136, 124, 16, 127, 12
229, 57, 9.03429, 0, 136, 124, 16, 127, 12
230, 57, 8.59517, 0, 135, 124, 16, 127, 12
231, 57, 8.89511, 0, 135, 124, 16, 127, 12
232, 57, 8.98739, 0, 135, 124, 16, 127, 12
233, 58, 8.46161, 0, 135, 124, 16, 127, 12
234, 58, 11.1825, 0, 135, 124, 16, 127, 13
235, 59, 8.40748, 0, 135, 124, 17, 127, 13
236, 59, 11.5044, 0, 135, 124, 16, 127, 13
237, 59, 8.48425, 0, 135, 124, 17, 127, 13
238, 59, 11.479, 0, 135, 124, 17, 127, 13
239, 59, 9.50159, 0, 135, 124, 17, 127, 13
240, 55, 27.6767, 0, 135, 124, 15, 127, 11
241, 55, 8.22594, 0, 135, 124, 16, 127, 12
242, 56, 8.51318, 0, 135, 124, 16, 127, 12
243, 55, 8.6934, 0, 135, 124, 15, 127, 12
244, 56, 9.85596, 0, 135, 124, 16, 127, 12
245, 55, 9.5684, 0, 135, 124, 15, 127, 12
246, 56, 9.24109, 0, 135, 124, 16, 127, 12
247, 56, 9.06906, 0, 135, 124, 15, 127, 12
248, 57, 10.7967, 0, 135, 124, 16, 127, 12
249, 56, 10.9355, 0, 135, 124, 16, 127, 12
250, 58, 13.0965, 0, 135, 124, 17, 127, 13
251, 32, 285.478, 35.4292, 106, 119, 22, 126, 17
252, 30, 30.9205, 0.784648, 106, 119, 21, 126, 15
253, 30, 30.7986, 0, 106, 119, 19, 126, 14
254, 30, 30.2669, 0, 106, 119, 20, 126, 15
255, 28, 32.9913, 0, 106, 119, 19, 126, 14
256, 28, 30.7325, 0, 106, 119, 20, 126, 15
257, 33, 40.1, 0, 106, 119, 23, 126, 17
258, 33, 33.5897, 0, 106, 119, 23, 126, 17
259, 35, 36.052, 0, 106, 119, 25, 126, 18
260, 31, 43.0082, 0, 106, 119, 22, 126, 17
261, 33, 40.6275, 0, 106, 119, 23, 126, 17
262, 27, 55.6817, 0, 106, 119, 20, 126, 15
263, 26, 46.6943, 0, 106, 119, 19, 126, 14
264, 19, 66.7454, 0.556814, 107, 119, 22, 126, 16
265, 19, 34.8046, 0.284664, 108, 119, 19, 126, 15
266, 20, 39.8678, 0, 108, 119, 21, 126, 15
267, 19, 40.5363, 0, 109, 119, 16, 126, 12
268, 18, 40.6451, 0, 110, 118, 17, 126, 12
269, 14, 49.5586, 0.442858, 111, 118, 10, 126, 7
270, 15, 42.6417, 0, 111, 118, 12, 125, 8
271, 13, 42.3254, 0, 111, 118, 9, 126, 7
272, 18, 51.1418, 0, 110, 118, 17, 126, 11
273, 13, 51.4753, 0.351962, 110, 119, 10, 126, 7
274, 14, 40.0239, 0.252548, 109, 119, 13, 126, 8
275, 12, 40.0941, 0, 109, 119, 9, 126, 6
276, 14, 43.1454, 0, 109, 119, 14, 126, 9
277, 14, 35.6341, 0, 110, 119, 12, 126, 8
278, 14, 36.1532, 0, 110, 119, 14, 126, 9
279, 13, 36.025, 0, 110, 118, 12, 126, 9
280, 14, 32.3218, 0, 110, 118, 16, 126, 11
281, 18, 39.6275, 0, 111, 118, 19, 126, 13
282, 18, 37.286, 0, 111, 118, 18, 126, 12
283, 23, 41.4131, 0, 111, 118, 20, 126, 13
284, 20, 42.1715, 0, 111, 118, 18, 126, 12
285, 21, 51.8832, 0, 111, 118, 16, 126, 11
286, 22, 48.1347, 0, 111, 118, 17, 126, 11
287, 25, 46.5588, 0, 110, 118, 19, 126, 12
288, 17, 56.0321, 0.536956, 110, 118, 20, 126, 14
289, 18, 34.1095, 0.303397, 110, 119, 19, 126, 14
290, 18, 36.2925, 0, 109, 119, 19, 126, 14
291, 18, 35.5397, 0, 109, 119, 17, 126, 12
292, 17, 36.0392, 0, 109, 119, 19, 126, 13
293, 16, 34.1082, 0, 108, 119, 15, 126, 11
294, 15, 33.5887, 0, 108, 119, 14, 126, 10
295, 16, 36.8257, 0, 108, 119, 14, 126, 10
296, 16, 31.566, 0, 108, 119, 18, 126, 13
297, 15, 31.0246, 0, 108, 119, 13, 126, 10
298, 13, 36.6236, 0, 108, 119, 11, 126, 8
299, 12, 30.0729, 0, 109, 119, 10, 126, 7
300, 12, 32.8874, 0, 109, 119, 11, 126, 8
301, 13, 33.5619, 0, 109, 119, 10, 126, 7
302, 13, 31.8531, 0, 109, 119, 11, 126, 8
303, 14, 32.9376, 0, 109, 119, 11, 126, 8
304, 35, 132.968, 0.425046, 111, 124, 24, 128, 15
305, 37, 31.8844, 0.526441, 112, 124, 26, 128, 17
306, 37, 31.7823, 0, 112, 124, 27, 128, 17
307, 38, 30.1287, 0, 112, 124, 28, 129, 18
308, 37, 33.9116, 0, 112, 124, 28, 128, 17
309, 39, 29.6272, 0, 112, 124, 28, 128, 18
310, 38, 29.4281, 0, 112, 124, 28, 128, 18
311, 39, 26.8592, 0, 112, 124, 29, 128, 18
312, 36, 62.9471, 1.45202, 112, 124, 29, 128, 19
313, 36, 23.3865, 0.571909, 112, 124, 29, 128, 19
314, 37, 21.6696, 0, 113, 124, 30, 129, 20
315, 36, 20.726, 0, 113, 124, 29, 129, 19
316, 37, 20.8101, 0, 113, 124, 30, 129, 20
317, 36, 19.731, 0, 113, 124, 29, 129, 19
318, 36, 17.5691, 0, 113, 124, 29, 129, 19
319, 36, 16.8813, 0, 113, 124, 28, 129, 19
320, 37, 15.6928, 0, 113, 124, 30, 129, 20
321, 36, 15.4283, 0, 114, 124, 28, 129, 19
322, 36, 14.6711, 0, 114, 123, 29, 129, 19
323, 36, 13.8459, 0, 114, 124, 28, 129, 19
324, 36, 13.9952, 0, 113, 124, 29, 129, 19
325, 36, 11.5863, 0, 113, 124, 28, 129, 19
326, 35, 12.4828, 0, 112, 124, 28, 129, 18
327, 35, 13.7151, 0, 112, 124, 27, 128, 18
328, 34, 15.8427, 0, 112, 124, 28, 129, 18
329, 35, 15.0568, 0, 112, 125, 29, 129, 18
330, 35, 18.8874, 0, 111, 125, 29, 129, 18
331, 36, 16.9571, 0, 111, 125, 29, 129, 19
332, 35, 19.2432, 0, 110, 125, 29, 129, 18
333, 36, 13.2443, 0, 110, 125, 29, 128, 19
334, 35, 16.7123, 0, 110, 125, 29, 129, 19
335, 36, 13.9356, 0, 110, 125, 29, 129, 19
336, 30, 32.1107, 0, 110, 125, 25, 129, 16
337, 32, 18.0544, 0, 110, 125, 27, 129, 17
338, 32, 19.3839, 0, 110, 125, 27, 129, 17
339, 32, 21.8524, 0, 110, 125, 27, 129, 17
340, 33, 22.5532, 0, 110, 125, 28, 129, 18
341, 32, 25.5801, 0, 111, 126, 26, 129, 17
342, 32, 25.6628, 0, 111, 126, 26, 129, 17
343, 31, 26.2196, 0, 111, 126, 25, 129, 17
344, 32, 26.0836, 0, 110, 126, 27, 129, 17
345, 31, 27.7306, 0, 110, 126, 25, 129, 16
346, 30, 27.556, 0, 110, 126, 25, 129, 16
347, 29, 27.8902, 0, 110, 126, 24, 129, 16
348, 29, 26.9848, 0, 110, 126, 25, 129, 17
349, 28, 29.8953, 0, 110, 126, 23, 129, 16
350, 28, 30.0688, 0, 110, 126, 24, 129, 16
351, 27, 28.979, 0, 110, 126, 23, 129, 16
352, 26, 28.8607, 0, 110, 126, 24, 129, 15
353, 28, 31.5019, 0, 111, 126, 26, 129, 17
354, 28, 27.7727, 0, 111, 126, 26, 129, 17
355, 30, 29.3266, 0, 112, 126, 27, 129, 17
356, 28, 33.1041, 0, 112, 126, 26, 129, 17
357, 30, 30.3925, 0, 112, 126, 27, 129, 17
358, 29, 34.074, 0, 112, 126, 26, 129, 17
359, 31, 34.6173, 0, 112, 126, 27, 129, 18
360, 24, 51.6996, 0.895505, 112, 126, 23, 129, 14
361, 26, 30.6807, 0, 111, 126, 24, 129, 16
362, 26, 30.0013, 0, 111, 126, 25, 129, 16
363, 26, 28.9399, 0, 111, 126, 24, 129, 15
364, 27, 28.8639, 0, 110, 126, 25, 129, 16
365, 27, 28.8337, 0, 110, 126, 23, 129, 15
366, 27, 29.7998, 0, 110, 126, 24, 128, 15
367, 27, 31.1676, 0, 110, 126, 23, 128, 15
368, 28, 28.585, 0, 109, 126, 25, 128, 15
369, 27, 28.9976, 0, 109, 126, 23, 128, 15
370, 27, 28.5217, 0, 109, 126, 24, 128, 15
371, 27, 29.3196, 0, 109, 126, 22, 128, 14
372, 27, 27.2874, 0, 109, 126, 24, 128, 15
373, 26, 26.5757, 0, 110, 126, 22, 128, 14
374, 25, 26.2101, 0, 110, 126, 23, 128, 15
375, 24, 26.7181, 0, 110, 126, 22, 128, 15
376, 23, 23.9496, 0, 110, 125, 23, 128, 15
377, 25, 26.4042, 0, 110, 125, 24, 129, 15
378, 26, 29.2055, 0, 110, 125, 25, 129, 16
379, 28, 27.4398, 0, 111, 125, 26, 129, 17
380, 25, 29.8844, 0, 111, 125, 25, 129, 16
381, 27, 26.8476, 0, 111, 125, 27, 129, 17
382, 26, 27.179, 0, 111, 125, 26, 129, 16
383, 28, 24.7987, 0, 111, 125, 26, 129, 17
384, 18, 53.0701, 2.25818, 111, 125, 24, 129, 15
385, 19, 21.1237, 0.339174, 111, 125, 23, 129, 15
386, 19, 20.2951, 0, 111, 125, 24, 129, 16
387, 19, 19.8482, 0, 111, 125, 22, 129, 15
388, 19, 20.0423, 0, 111, 125, 24, 129, 16
389, 19, 19.2039, 0, 111, 125, 22, 129, 14
390, 19, 18.3842, 0, 111, 125, 23, 129, 15
391, 19, 18.2693, 0, 111, 125, 22, 129, 15
392, 20, 19.6228, 0, 111, 125, 25, 129, 16
393, 23, 111.23, 3.05767, 121, 122, 16, 132, 12
394, 22, 38.7382, 0.620335, 122, 122, 15, 132, 10
395, 25, 42.7935, 0, 125, 121, 16, 132, 11
396, 24, 45.1854, 0, 126, 121, 16, 132, 11
397, 25, 48.0542, 0, 126, 121, 18, 131, 12
398, 25, 46.9453, 0, 126, 121, 17, 131, 12
399, 24, 51.0422, 0, 123, 121, 17, 132, 12
400, 24, 46.3892, 0, 123, 121, 16, 132, 11
401, 23, 52.9409, 0, 122, 120, 16, 132, 11
402, 24, 56.0192, 0, 120, 120, 17, 132, 12
403, 27, 54.8162, 0, 120, 120, 19, 132, 14
404, 23, 59.4762, 0, 120, 121, 17, 132, 12
405, 26, 50.7731, 0, 122, 121, 18, 131, 14
406, 23, 54.7134, 0, 122, 122, 15, 131, 12
407, 26, 45.3729, 0, 122, 121, 17, 131, 14
408, 22, 55.0735, 0, 120, 122, 16, 130, 11
409, 24, 41.8593, 0, 120, 122, 18, 130, 13
410, 22, 48.2137, 0, 120, 122, 17, 131, 12
411, 23, 53.2638, 0, 120, 121, 17, 132, 12
412, 21, 48.9433, 0, 120, 121, 16, 133, 11
413, 23, 50.9215, 0, 121, 120, 18, 132, 13
414, 22, 48.992, 0, 122, 121, 16, 132, 11
415, 22, 50.1432, 0, 124, 120, 16, 132, 11
416, 20, 48.8451, 0, 124, 120, 15, 132, 10
417, 22, 47.0204, 0, 124, 120, 17, 132, 12
418, 21, 52.9695, 0, 124, 120, 16, 132, 10
419, 24, 58.5334, 0, 123, 120, 18, 132, 12
420, 24, 54.5649, 0, 120, 121, 18, 132, 12
421, 25, 53.8077, 0, 119, 120, 18, 132, 13
422, 24, 46.9484, 0, 119, 120, 18, 132, 12
423, 24, 49.0794, 0, 121, 120, 18, 133, 12
424, 22, 46.9337, 0, 121, 121, 16, 132, 11
425, 23, 46.8254, 0, 122, 121, 16, 132, 11
426, 22, 48.0627, 0, 123, 121, 16, 132, 11
427, 23, 49.1081, 0, 122, 120, 18, 132, 12
428, 23, 51.5325, 0, 122, 120, 17, 132, 11
429, 26, 54.2508, 0, 121, 120, 20, 132, 14
430, 25, 59.1434, 0, 119, 120, 19, 132, 14
431, 27, 57.2472, 0, 121, 121, 20, 131, 15
432, 24, 62.6449, 0, 123, 120, 17, 132, 13
433, 25, 55.4715, 0, 125, 120, 19, 132, 14
434, 24, 58.2078, 0, 127, 120, 18, 132, 13
435, 25, 56.3894, 0, 127, 120, 18, 132, 13
436, 23, 54.8825, 0, 126, 119, 18, 132, 13
437, 24, 56.7791, 0, 125, 120, 19, 133, 14
438, 22, 56.3794, 0, 123, 120, 16, 134, 13
439, 22, 51.8667, 0, 122, 121, 16, 134, 13
440, 21, 50.2748, 0, 121, 121, 15, 133, 12
441, 22, 53.4283, 0, 122, 121, 16, 134, 13
442, 20, 50.3554, 0, 122, 121, 15, 133, 11
443, 23, 53.9982, 0, 125, 120, 16, 133, 12
444, 22, 56.0354, 0, 125, 119, 16, 133, 12
445, 25, 56.456, 0, 124, 119, 19, 133, 13
446, 23, 57.5776, 0, 123, 119, 17, 133, 12
447, 23, 54.8638, 0, 121, 120, 18, 133, 14
448, 21, 48.387, 0, 121, 120, 16, 133, 12
449, 22, 47.8904, 0, 121, 120, 16, 133, 12
450, 22, 53.4408, 0, 122, 120, 16, 133, 12
451, 24, 51.3231, 0, 123, 120, 17, 133, 13
452, 22, 56.7011, 0, 125, 120, 16, 134, 11
453, 24, 50.3661, 0, 125, 120, 18, 134, 13
454, 22, 57.9465, 0, 124, 120, 16, 135, 11
455, 25, 50.7892, 0, 124, 120, 18, 135, 13
456, 37, 176.187, 0.984462, 133, 118, 21, 128, 17
457, 39, 35.7028, 0.630013, 133, 118, 23, 128, 19
458, 40, 37.3866, 0, 133, 118, 24, 128, 19
459, 40, 64.7311, 0, 133, 118, 24, 128, 20
460, 39, 72.2219, 0, 134, 118, 24, 128, 20
461, 38, 86.9967, 0, 134, 118, 24, 128, 19
462, 39, 74.8035, 0, 134, 118, 24, 128, 20
463, 39, 56.1957, 0, 134, 118, 24, 128, 20
464, 40, 55.0044, 0, 134, 118, 24, 128, 19
465, 39, 56.0849, 0, 134, 118, 23, 128, 19
466, 38, 50.8032, 0, 134, 118, 23, 128, 19
467, 36, 56.4589, 0, 134, 118, 22, 128, 18
468, 35, 61.1267, 0, 134, 118, 22, 128, 18
469, 33, 63.3025, 0, 134, 118, 21, 128, 17
470, 32, 62.6487, 0, 134, 118, 21, 128, 17
471, 32, 60.1007, 0, 134, 118, 20, 128, 17
472, 31, 56.0854, 0, 134, 119, 19, 128, 15
473, 33, 51.3915, 0, 134, 119, 21, 128, 16
474, 34, 53.7015, 0, 134, 119, 20, 128, 16
475, 35, 53.4695, 0, 134, 118, 22, 128, 17
476, 34, 56.272, 0, 135, 118, 20, 128, 17
477, 35, 61.7373, 0, 134, 118, 22, 128, 17
